assembly Constituency,Candidate Name,Party,Status,Votes,Margin,state
Razole (45),VENKATA PRASAD MANUKONDA M.A,Jatiya Jana Sena Party,lost,316,( -95198),andraprdesh
Razole (45),POTHUMUDI ALIVELU MANGATAYARU,Independent,lost,282,( -95232),andraprdesh
Razole (45),KONDETI PRABHAKARAA REDDY,Independent,lost,144,( -95370),andraprdesh
Razole (45),NOTA,None of the Above,,1628,( -93886),andraprdesh
Gannavaram(SC)(46),GIDDI. SATYANARAYANA,Janasena Party,won,96108,(+ 33367),andraprdesh
Gannavaram(SC)(46),VIPPARTHI . VENUGOPALARAO,Yuvajana Sramika Rythu Congress Party,lost,62741,( -33367),andraprdesh
Gannavaram(SC)(46),KOLLABATHULA SATYANARAYANA (SATYAM),Bahujan Samaj Party,lost,1819,( -94289),andraprdesh
Gannavaram(SC)(46),CHITTIBABU KONDETI,Indian National Congress,lost,1583,( -94525),andraprdesh
Gannavaram(SC)(46),SATYANARAYANA GIDDI,Navarang Congress Party,lost,939,( -95169),andraprdesh
Gannavaram(SC)(46),KHANDAVALLI SURENDRA.,Pyramid Party of India,lost,720,( -95388),andraprdesh
Gannavaram(SC)(46),BALAKRISHNA KOTA,Jai Bharat National Party,lost,442,( -95666),andraprdesh
Gannavaram(SC)(46),NAGABATHULA HEMANTH KUMAR,Independent,lost,419,( -95689),andraprdesh
Gannavaram(SC)(46),DUKKIPATI VIJAYA CHANDRA,Jaibhim Rao Bharat Party,lost,380,( -95728),andraprdesh
Gannavaram(SC)(46),SATYANARAYANA. GIDDI,Jatiya Jana Sena Party,lost,321,( -95787),andraprdesh
Gannavaram(SC)(46),MAKEY DAVY PRASAD.,Independent,lost,299,( -95809),andraprdesh
Gannavaram(SC)(46),ANANDARAO KOLLABATHULA,Independent,lost,234,( -95874),andraprdesh
Gannavaram(SC)(46),NAKKA SEKHAR,Liberation Congress Party,lost,233,( -95875),andraprdesh
Gannavaram(SC)(46),GANNAVARAPU CHANDRA ANAND,Independent,lost,213,( -95895),andraprdesh
Gannavaram(SC)(46),NOTA,None of the Above,,1751,( -94357),andraprdesh
Rajanagaram(49),BATHULA BALARAMAKRISHNA S/O GANGARAO,Janasena Party,won,105995,(+ 34049),andraprdesh
Rajanagaram(49),JAKKAMPUDI RAJA,Yuvajana Sramika Rythu Congress Party,lost,71946,( -34049),andraprdesh
Rajanagaram(49),MUNDRU VENKATA SRINIVAS(PEDABABU),Indian National Congress,lost,1901,( -104094),andraprdesh
Rajanagaram(49),KOTHAPALLI BHASKARA RAMAM,Rashtriya Praja Congress  (Secular),lost,1709,( -104286),andraprdesh
Rajanagaram(49),RAVI KUMAR ELLAMILLI,Bahujan Samaj Party,lost,1429,( -104566),andraprdesh
Rajanagaram(49),BATTULA BALARAMAKRISHNA S/O SRINIVASA RAO BATTULA,Navarang Congress Party,lost,1091,( -104904),andraprdesh
Rajanagaram(49),BATHULA VENKATALAKSHMI,Independent,lost,1075,( -104920),andraprdesh
Rajanagaram(49),ANAND KUMAR BARRE,Independent,lost,874,( -105121),andraprdesh
Rajanagaram(49),BATHULA BALA RAMA KRISHNA S/O RAMARAO BATHULA,Jatiya Jana Sena Party,lost,844,( -105151),andraprdesh
Rajanagaram(49),KUSUME GANDHI,Independent,lost,526,( -105469),andraprdesh
Rajanagaram(49),P. SATYANARAYANA,Jai Bharat National Party,lost,350,( -105645),andraprdesh
Rajanagaram(49),MADDA VENKATA RAO (JOSHUA),India Praja Bandhu Party,lost,223,( -105772),andraprdesh
Rajanagaram(49),NOTA,None of the Above,,2975,( -103020),andraprdesh
Nidadavole(55),KANDULA DURGESH,Janasena Party,won,102699,(+ 33304),andraprdesh
Nidadavole(55),G.SRINIVAS NAIDU,Yuvajana Sramika Rythu Congress Party,lost,69395,( -33304),andraprdesh
Nidadavole(55),KASTURI SATYA PRASAD,All India Forward Bloc,lost,1691,( -101008),andraprdesh
Nidadavole(55),KANCHERLA DURGESH,Navarang Congress Party,lost,1668,( -101031),andraprdesh
Nidadavole(55),PEDDIREDDI SUBBARAO,Indian National Congress,lost,1495,( -101204),andraprdesh
Nidadavole(55),GUMMAPU. CHITRASENU,Bahujan Samaj Party,lost,1260,( -101439),andraprdesh
Nidadavole(55),ARIGELA SATYA VARA PRASAD,Independent,lost,478,( -102221),andraprdesh
Nidadavole(55),KOTTIYADA DURGA,Jatiya Jana Sena Party,lost,454,( -102245),andraprdesh
Nidadavole(55),VENKATESWARA NAIDU GIDDA,Independent,lost,347,( -102352),andraprdesh
Nidadavole(55),PULAMALA VEERA BHADRAM,Jai Bharat National Party,lost,311,( -102388),andraprdesh
Nidadavole(55),SRINIVASA NAIDU GIDDA,Independent,lost,283,( -102416),andraprdesh
Nidadavole(55),MUKKAMALA ANNAVARA PRASAD. (PYRAMID PRASAD),Pyramid Party of India,lost,278,( -102421),andraprdesh
Nidadavole(55),NOTA,None of the Above,,2144,( -100555),andraprdesh
Narasapuram(58),BOMMIDI NARAYANA NAYAKAR,Janasena Party,won,94116,(+ 49738),andraprdesh
Narasapuram(58),NAGARAJA VARA PRASADA RAJU MUDUNURI,Yuvajana Sramika Rythu Congress Party,lost,44378,( -49738),andraprdesh
Narasapuram(58),KANURI UDAYA BHASKARA KRISHNA PRASAD,Indian National Congress,lost,1915,( -92201),andraprdesh
Narasapuram(58),KOLLI SATYA NAYAKAR,Navarang Congress Party,lost,1172,( -92944),andraprdesh
Narasapuram(58),AKULA VENKATA SWAMY,Bharatha Chaitanya Yuvajana Party,lost,540,( -93576),andraprdesh
Narasapuram(58),BURRA RAMAKRISHNA,Pyramid Party of India,lost,425,( -93691),andraprdesh
Narasapuram(58),BANDELA RAJENDRA PRASAD,Bahujan Samaj Party,lost,420,( -93696),andraprdesh
Narasapuram(58),POTHURAJU YACOBU,Jaibhim Rao Bharat Party,lost,372,( -93744),andraprdesh
Narasapuram(58),PALEPU SATYA LINGA NAYAKAR,Jatiya Jana Sena Party,lost,343,( -93773),andraprdesh
Narasapuram(58),KANCHANA VENKATA RAMESH,Independent,lost,295,( -93821),andraprdesh
Narasapuram(58),GADI RAVI,Independent,lost,226,( -93890),andraprdesh
Narasapuram(58),NOTA,None of the Above,,1216,( -92900),andraprdesh
Bhimavaram(59),RAMANJANEYULU PULAPARTHI (ANJIBABU),Janasena Party,won,130424,(+ 66974),andraprdesh
Bhimavaram(59),GRANDHI SRINIVAS,Yuvajana Sramika Rythu Congress Party,lost,63450,( -66974),andraprdesh
Bhimavaram(59),ANKEM SEETARAM,Indian National Congress,lost,3252,( -127172),andraprdesh
Bhimavaram(59),PERICHERLA RAMANJANEYULU,Navarang Congress Party,lost,1503,( -128921),andraprdesh
Bhimavaram(59),BUGGE RACHERLA,Bahujan Samaj Party,lost,1037,( -129387),andraprdesh
Bhimavaram(59),KADIEM RAMANJANEYULU,Jatiya Jana Sena Party,lost,636,( -129788),andraprdesh
Bhimavaram(59),BASWANI PAVAN KUMAR,Jaibhim Rao Bharat Party,lost,575,( -129849),andraprdesh
Bhimavaram(59),YEDUKONDALU,Independent,lost,388,( -130036),andraprdesh
Bhimavaram(59),PEPETI VADDI KASULU,Bharatha Chaitanya Yuvajana Party,lost,272,( -130152),andraprdesh
Bhimavaram(59),ALLURI SRINIVASA RAJU,Pyramid Party of India,lost,270,( -130154),andraprdesh
Bhimavaram(59),MANDAVA. NAGESWARA RAO,Independent,lost,240,( -130184),andraprdesh
Bhimavaram(59),MEHAR MANOHAR PENTAPATI,Independent,lost,231,( -130193),andraprdesh
Bhimavaram(59),DANDU . SRINIVASA RAJU,All India Forward Bloc,lost,221,( -130203),andraprdesh
Bhimavaram(59),GUGGILAPU RAMAKRISHNA,Independent,lost,143,( -130281),andraprdesh
Bhimavaram(59),CHAMAKURI KUSUMA KUMARI PADMAVATHI,Independent,lost,131,( -130293),andraprdesh
Bhimavaram(59),NOTA,None of the Above,,1210,( -129214),andraprdesh
Tadepalligudem(62),BOLISETTY SRINIVAS,Janasena Party,won,116443,(+ 62492),andraprdesh
Tadepalligudem(62),KOTTU SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,lost,53951,( -62492),andraprdesh
Tadepalligudem(62),MARNEEDI. SEKHAR (BABJI),Indian National Congress,lost,1901,( -114542),andraprdesh
Tadepalligudem(62),P.S.R. KRISHNA,Jai Bharat National Party,lost,919,( -115524),andraprdesh
Tadepalligudem(62),BOLISETTY SRINUVASA RAO,Navarang Congress Party,lost,752,( -115691),andraprdesh
Tadepalligudem(62),MARAPATLA. RAJU,Republican Party of India (A),lost,740,( -115703),andraprdesh
Tadepalligudem(62),BUSANABOIYINA ANJANEYULU.,Jatiya Jana Sena Party,lost,506,( -115937),andraprdesh
Tadepalligudem(62),B. RAJESH,Independent,lost,263,( -116180),andraprdesh
Tadepalligudem(62),UNGARALA PADMA,Independent,lost,254,( -116189),andraprdesh
Tadepalligudem(62),SIRIVARAPU SIMHACHALAM,Independent,lost,238,( -116205),andraprdesh
Tadepalligudem(62),MEKA VENKATESWARA RAO,Pyramid Party of India,lost,203,( -116240),andraprdesh
Tadepalligudem(62),LANKA PRASAD,Independent,lost,188,( -116255),andraprdesh
Tadepalligudem(62),NADAPANA ACHYUTA KUMAR,Independent,lost,157,( -116286),andraprdesh
Tadepalligudem(62),NOTA,None of the Above,,1534,( -114909),andraprdesh
Ungutur(63),DHARMARAJU PATSAMATLA,Janasena Party,won,108894,(+ 44945),andraprdesh
Ungutur(63),PUPPALA SRINIVASA RAO (VASU BABU),Yuvajana Sramika Rythu Congress Party,lost,63949,( -44945),andraprdesh
Ungutur(63),PATHAPATI HARI KUMARA RAJU,Indian National Congress,lost,3130,( -105764),andraprdesh
Ungutur(63),BUNGA YESU,Bahujan Samaj Party,lost,1302,( -107592),andraprdesh
Ungutur(63),POTLA DHARMARAJU,Navarang Congress Party,lost,1070,( -107824),andraprdesh
Ungutur(63),PEDAPUDI DHARMARAJU,Jatiya Jana Sena Party,lost,643,( -108251),andraprdesh
Ungutur(63),NALLAMELLI SHANKARA RAO,Independent,lost,300,( -108594),andraprdesh
Ungutur(63),BATHU NAGESWARA RAO (NAGARAJU),Independent,lost,289,( -108605),andraprdesh
Ungutur(63),PUPPALA SRINIVASA RAO (VASU BABU),Independent,lost,257,( -108637),andraprdesh
Ungutur(63),PUTTA KUMAR,Independent,lost,237,( -108657),andraprdesh
Ungutur(63),PERUMALLA MURALI KRISHNA,Pyramid Party of India,lost,224,( -108670),andraprdesh
Ungutur(63),ASEERWADAM NEKURI,Independent,lost,223,( -108671),andraprdesh
Ungutur(63),NOTA,None of the Above,,2105,( -106789),andraprdesh
Polavaram (67),CHIRRI BALARAJU,Janasena Party,won,101453,(+ 7935),andraprdesh
Polavaram (67),TELLAM RAJYA LAKSHMI,Yuvajana Sramika Rythu Congress Party,lost,93518,( -7935),andraprdesh
Polavaram (67),SARIYAM RAM MOHAN,Independent,lost,3811,( -97642),andraprdesh
Polavaram (67),KAKA KRISHNA,Independent,lost,3708,( -97745),andraprdesh
Polavaram (67),SRUJANA DUVVELA,Indian National Congress,lost,3568,( -97885),andraprdesh
Polavaram (67),MODIYAM SURYA CHANDRA RAO,Independent,lost,2039,( -99414),andraprdesh
Polavaram (67),MADAKAM VENKATESWARA RAO,Bahujan Samaj Party,lost,1875,( -99578),andraprdesh
Polavaram (67),MADAKAM VENKATESWARARAO,Gondwana Dandkaranya Party,lost,918,( -100535),andraprdesh
Polavaram (67),UKE MANGAMMA,Yuva Taram Party,lost,916,( -100537),andraprdesh
Polavaram (67),MODIYAM SRINIVASARAO,Bharat Adivasi Party,lost,577,( -100876),andraprdesh
Polavaram (67),SARIYAM SURAMMA,Independent,lost,510,( -100943),andraprdesh
Polavaram (67),BADISA BOJJI DORA,Independent,lost,495,( -100958),andraprdesh
Polavaram (67),NOTA,None of the Above,,5611,( -95842),andraprdesh
Avanigadda(76),BUDDHAPRASAD MANDALI,Janasena Party,won,113460,(+ 46434),andraprdesh
Avanigadda(76),RAMESH BABU SIMHADRI,Yuvajana Sramika Rythu Congress Party,lost,67026,( -46434),andraprdesh
Avanigadda(76),ANDE SRI RAMAMURTHY,Indian National Congress,lost,1068,( -112392),andraprdesh
Avanigadda(76),BOYINA BUDDAPRASAD,Navarang Congress Party,lost,689,( -112771),andraprdesh
Avanigadda(76),GUNTURU NAGESWARARAO,Bahujan Samaj Party,lost,436,( -113024),andraprdesh
Avanigadda(76),AMBETHKAR. SAMUDRALA.,Jaibhim Rao Bharat Party,lost,420,( -113040),andraprdesh
Avanigadda(76),NANCHARAIAH VENKATA MUNGARA,Pyramid Party of India,lost,345,( -113115),andraprdesh
Avanigadda(76),VENTRAPRAGADA. ANAND KUMAR,Jatiya Jana Sena Party,lost,313,( -113147),andraprdesh
Avanigadda(76),NEELA. MANOHARA BABU,Independent,lost,237,( -113223),andraprdesh
Avanigadda(76),CHANTI TANANKI,Independent,lost,190,( -113270),andraprdesh
Avanigadda(76),MATHI PUSHPA KUMAR,Independent,lost,184,( -113276),andraprdesh
Avanigadda(76),GIRIDHAR NAIDU NADELLA,Independent,lost,125,( -113335),andraprdesh
Avanigadda(76),NOTA,None of the Above,,1952,( -111508),andraprdesh
Tenali(91),NADENDLA MANOHAR,Janasena Party,won,123961,(+ 48112),andraprdesh
Tenali(91),ANNABATHUNI SIVAKUMAR,Yuvajana Sramika Rythu Congress Party,lost,75849,( -48112),andraprdesh
Tenali(91),KARUMANCHI SUNIL SUNDEEP,Bahujan Samaj Party,lost,2188,( -121773),andraprdesh
Tenali(91),JINKA MALLIKARJUNA RAO,Pyramid Party of India,lost,472,( -123489),andraprdesh
Tenali(91),TUMAPALA NARENDRA,Independent,lost,462,( -123499),andraprdesh
Tenali(91),AMANULLA KHAN PATHAN,Indian Union Muslim League,lost,344,( -123617),andraprdesh
Tenali(91),SHAVALA GOPAL,Communist Party of India  (Marxist-Leninist)  (Liberation),lost,307,( -123654),andraprdesh
Tenali(91),CHUKKAPALLI PRASAD,Telugu Vijayam Party,lost,239,( -123722),andraprdesh
Tenali(91),LAKSHMANAMURTHY KOTA,Independent,lost,202,( -123759),andraprdesh
Tenali(91),SHAIK BASHA,Jai Bharat National Party,lost,162,( -123799),andraprdesh
Tenali(91),YANDRAPATI ASHOK KUMAR,Independent,lost,139,( -123822),andraprdesh
Tenali(91),KONDURI NAGARAJU,Telugu Janata Party,lost,135,( -123826),andraprdesh
Tenali(91),GADE RAMAKRISHNA,Independent,lost,124,( -123837),andraprdesh
Tenali(91),NOTA,None of the Above,,1412,( -122549),andraprdesh
Kodur (SC)(127),ARAVA SREEDHAR,Janasena Party,won,78594,(+ 11101),andraprdesh
Kodur (SC)(127),KORAMUTLA SREENIVASULU,Yuvajana Sramika Rythu Congress Party,lost,67493,( -11101),andraprdesh
Kodur (SC)(127),DEVI GOSALA,Indian National Congress,lost,2132,( -76462),andraprdesh
Kodur (SC)(127),SUBRAMANYAM TALLAPAKA,Bahujan Samaj Party,lost,877,( -77717),andraprdesh
Kodur (SC)(127),LAKSHMI NARASAIAH PANDIKALLA,Independent,lost,849,( -77745),andraprdesh
Kodur (SC)(127),MAHESH REDDYPAKU,Bharatha Chaitanya Yuvajana Party,lost,522,( -78072),andraprdesh
Kodur (SC)(127),DARLA GOUTHAM KUMAR,Jaathia Chethi Vruthula Ikya Vedika Party,lost,368,( -78226),andraprdesh
Kodur (SC)(127),MANI MARELLA,Independent,lost,286,( -78308),andraprdesh
Kodur (SC)(127),DAMARLA SIDDAIAH,Independent,lost,276,( -78318),andraprdesh
Kodur (SC)(127),AMBATI SIVAIAH,Independent,lost,269,( -78325),andraprdesh
Kodur (SC)(127),LAKSHMI NARESH KAAKI,Independent,lost,269,( -78325),andraprdesh
Kodur (SC)(127),TUMMALA SURESH,Independent,lost,264,( -78330),andraprdesh
Kodur (SC)(127),SUBBANARASAIAH CHOUDVARAM,Independent,lost,225,( -78369),andraprdesh
Kodur (SC)(127),MANDAPALLI SRINIVASULU,Pyramid Party of India,lost,144,( -78450),andraprdesh
Kodur (SC)(127),YEDUKA ANJI BABU,Independent,lost,125,( -78469),andraprdesh
Kodur (SC)(127),NOTA,None of the Above,,1112,( -77482),andraprdesh
Tirupati(167),ARANII SRENEVASULU,Janasena Party,won,124107,(+ 61956),andraprdesh
Tirupati(167),BHUMANA ABHINAY,Yuvajana Sramika Rythu Congress Party,lost,62151,( -61956),andraprdesh
Tirupati(167),SRINIVASULU ALURI,Jatiya Jana Sena Party,lost,938,( -123169),andraprdesh
Tirupati(167),J VENUGOPAL RAJU,Bahujan Samaj Party,lost,661,( -123446),andraprdesh
Tirupati(167),MURALI P,Communist Party of India,lost,608,( -123499),andraprdesh
Tirupati(167),AKKIPALLI ESWARAIAH,Independent,lost,513,( -123594),andraprdesh
